workerid,proliferate.condition,agent,background,display_text,item_name,item_presentation_condition,n_examples,object,speaker,spoken_text,trial_num,trial_time_in_seconds,trial_type,error
22,accidental-1,"{'name': 'Dog', 'point_r_image': 'Dog_point_r.png', 'straight_image': 'Dog_straight.png'}",7,,"{'plural': 'blickets', 'singular': 'blicket'}",accidental,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a blicket.'}, {'duration': 3000, 'display_text': ""I don't know anything about blickets.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Purple petals!'}]",1,,trial,
19,pedagogical-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,5.19,introduction,
19,pedagogical-1,"{'name': 'Cat', 'point_r_image': 'Cat_point_r.png', 'straight_image': 'Cat_straight.png'}",3,,"{'plural': 'feps', 'singular': 'fep'}",pedagogical,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': ""Hello! I've been doing research on this planet for a while.""}, {'duration': 3500, 'display_text': 'Here we have a fep on the table.'}, {'duration': 3000, 'display_text': 'I know all about feps.'}, {'duration': 2000, 'display_text': 'Let me show you something.'}, {'duration': 2000, 'display_text': 'Watch this!'}, {'duration': 2500, 'display_text': 'See? Squeaking!'}]",1,,trial,
31,pedagogical-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,9.954,introduction,
31,pedagogical-1,"{'name': 'Elephant', 'point_r_image': 'Elephant_point_r.png', 'straight_image': 'Elephant_straight.png'}",8,,"{'plural': 'feps', 'singular': 'fep'}",pedagogical,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': ""Hello! I've been doing research on this planet for a while.""}, {'duration': 3500, 'display_text': 'Here we have a fep on the table.'}, {'duration': 3000, 'display_text': 'I know all about feps.'}, {'duration': 2000, 'display_text': 'Let me show you something.'}, {'duration': 2000, 'display_text': 'Watch this!'}, {'duration': 2500, 'display_text': 'See? Squeaking!'}]",1,,trial,
33,pedagogical-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,8.482,introduction,
33,pedagogical-1,"{'name': 'Tiger', 'point_r_image': 'Tiger_point_r.png', 'straight_image': 'Tiger_straight.png'}",6,,"{'plural': 'feps', 'singular': 'fep'}",pedagogical,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': ""Hello! I've been doing research on this planet for a while.""}, {'duration': 3500, 'display_text': 'Here we have a fep on the table.'}, {'duration': 3000, 'display_text': 'I know all about feps.'}, {'duration': 2000, 'display_text': 'Let me show you something.'}, {'duration': 2000, 'display_text': 'Watch this!'}, {'duration': 3000, 'display_text': 'See? Purple petals!'}]",1,,trial,
21,pedagogical-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,9.042,introduction,
21,pedagogical-1,"{'name': 'Tiger', 'point_r_image': 'Tiger_point_r.png', 'straight_image': 'Tiger_straight.png'}",6,,"{'plural': 'daxes', 'singular': 'dax'}",pedagogical,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': ""Hello! I've been doing research on this planet for a while.""}, {'duration': 3500, 'display_text': 'Here we have a dax on the table.'}, {'duration': 3000, 'display_text': 'I know all about daxes.'}, {'duration': 2000, 'display_text': 'Let me show you something.'}, {'duration': 2000, 'display_text': 'Watch this!'}, {'duration': 3000, 'display_text': 'See? Purple petals!'}]",1,,trial,
23,pedagogical-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,2.802,introduction,
23,pedagogical-1,"{'name': 'Sheep', 'point_r_image': 'Sheep_point_r.png', 'straight_image': 'Sheep_straight.png'}",10,,"{'plural': 'blickets', 'singular': 'blicket'}",pedagogical,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': ""Hello! I've been doing research on this planet for a while.""}, {'duration': 3500, 'display_text': 'Here we have a blicket on the table.'}, {'duration': 3000, 'display_text': 'I know all about blickets.'}, {'duration': 2000, 'display_text': 'Let me show you something.'}, {'duration': 2000, 'display_text': 'Watch this!'}, {'duration': 2500, 'display_text': 'See? Squeaking!'}]",1,,trial,
25,pedagogical-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,8.543,introduction,
25,pedagogical-1,"{'name': 'Tiger', 'point_r_image': 'Tiger_point_r.png', 'straight_image': 'Tiger_straight.png'}",4,,"{'plural': 'feps', 'singular': 'fep'}",pedagogical,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': ""Hello! I've been doing research on this planet for a while.""}, {'duration': 3500, 'display_text': 'Here we have a fep on the table.'}, {'duration': 3000, 'display_text': 'I know all about feps.'}, {'duration': 2000, 'display_text': 'Let me show you something.'}, {'duration': 2000, 'display_text': 'Watch this!'}, {'duration': 2500, 'display_text': 'See? Squeaking!'}]",1,,trial,
35,pedagogical-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,4.753,introduction,
35,pedagogical-1,"{'name': 'Monkey', 'point_r_image': 'Monkey_point_r.png', 'straight_image': 'Monkey_straight.png'}",3,,"{'plural': 'feps', 'singular': 'fep'}",pedagogical,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': ""Hello! I've been doing research on this planet for a while.""}, {'duration': 3500, 'display_text': 'Here we have a fep on the table.'}, {'duration': 3000, 'display_text': 'I know all about feps.'}, {'duration': 2000, 'display_text': 'Let me show you something.'}, {'duration': 2000, 'display_text': 'Watch this!'}, {'duration': 2500, 'display_text': 'See? Squeaking!'}]",1,,trial,
29,pedagogical-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,19.709,introduction,
29,pedagogical-1,"{'name': 'Bear', 'point_r_image': 'Bear_point_r.png', 'straight_image': 'Bear_straight.png'}",1,,"{'plural': 'daxes', 'singular': 'dax'}",accidental,1,"{'name': 'bird', 'property': 'green feathers', 'open_image': 'bird02_open.svg', 'closed_image': 'bird02_closed.svg'}",sb,"[{'duration': 4000, 'display_text': 'Hello! I am a new researcher. I just arrived on this planet.'}, {'duration': 3500, 'display_text': 'Hmm, I wonder what we have here on the table.'}, {'duration': 4000, 'display_text': 'Oh, I see! This is a dax.'}, {'duration': 3000, 'display_text': ""I don't know anything about daxes.""}, {'duration': 2000, 'display_text': 'Oops!'}, {'duration': 3500, 'display_text': 'Oh wow! Green feathers!'}]",1,,trial,
14,pedagogical-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,0.815,introduction,
14,pedagogical-1,"{'name': 'Pig', 'point_r_image': 'Pig_point_r.png', 'straight_image': 'Pig_straight.png'}",3,,"{'plural': 'blickets', 'singular': 'blicket'}",pedagogical,1,"{'name': 'artifact', 'property': 'squeaking', 'open_image': 'artifact01_open.svg', 'closed_image': 'artifact01_closed.svg'}",mh,"[{'duration': 4000, 'display_text': ""Hello! I've been doing research on this planet for a while.""}, {'duration': 3500, 'display_text': 'Here we have a blicket on the table.'}, {'duration': 3000, 'display_text': 'I know all about blickets.'}, {'duration': 2000, 'display_text': 'Let me show you something.'}, {'duration': 2000, 'display_text': 'Watch this!'}, {'duration': 2500, 'display_text': 'See? Squeaking!'}]",1,,trial,
18,pedagogical-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,8.155,introduction,
18,pedagogical-1,"{'name': 'Tiger', 'point_r_image': 'Tiger_point_r.png', 'straight_image': 'Tiger_straight.png'}",4,,"{'plural': 'daxes', 'singular': 'dax'}",pedagogical,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",tg,"[{'duration': 4000, 'display_text': ""Hello! I've been doing research on this planet for a while.""}, {'duration': 3500, 'display_text': 'Here we have a dax on the table.'}, {'duration': 3000, 'display_text': 'I know all about daxes.'}, {'duration': 2000, 'display_text': 'Let me show you something.'}, {'duration': 2000, 'display_text': 'Watch this!'}, {'duration': 3000, 'display_text': 'See? Purple petals!'}]",1,,trial,
28,pedagogical-1,,,"You are a scientist being deployed to a remote field site on a faraway planet. Your job is to catalogue and describe new kinds of plants, animals, and objects that have been discovered on the planet. When you arrive at the field site, you meet other scientists there.",,,,,,,0,4.861,introduction,
28,pedagogical-1,"{'name': 'Tiger', 'point_r_image': 'Tiger_point_r.png', 'straight_image': 'Tiger_straight.png'}",2,,"{'plural': 'blickets', 'singular': 'blicket'}",pedagogical,1,"{'name': 'flower', 'property': 'purple petals', 'open_image': 'flower01_open.svg', 'closed_image': 'flower01_closed.svg'}",sb,"[{'duration': 4000, 'display_text': ""Hello! I've been doing research on this planet for a while.""}, {'duration': 3500, 'display_text': 'Here we have a blicket on the table.'}, {'duration': 3000, 'display_text': 'I know all about blickets.'}, {'duration': 2000, 'display_text': 'Let me show you something.'}, {'duration': 2000, 'display_text': 'Watch this!'}, {'duration': 3000, 'display_text': 'See? Purple petals!'}]",1,,trial,
